title,author,image,desc,download_link,pages,publisher,year,language,file
Probability for Statistics and Machine Learning: Fundamentals and Advanced Topics,Anirban DasGupta (auth.),https://covers.zlibcdn2.com/covers100/books/48/62/57/486257b880f2c5c86ff04c7dc3436e24.jpg,"
This book provides a versatile and lucid treatment of classic as well as modern probability theory, while integrating them with core topics in statistical theory and also some key tools in machine learning. It is written in an extremely accessible style, with elaborate motivating discussions and numerous worked out examples and exercises. The book has 20 chapters on a wide range of topics, 423 worked out examples, and 808 exercises. It is unique in its unification of probability and statistics, its coverage and its superb exercise sets, detailed bibliography, and in its substantive treatment of many topics of current importance.This book can be used as a text for a year long graduate course in statistics, computer science, or mathematics, for self-study, and as an invaluable research reference on probabiliity and its applications. Particularly worth mentioning are the treatments of distribution theory, asymptotics, simulation and Markov Chain Monte Carlo, Markov chains and martingales, Gaussian processes, VC theory, probability metrics, large deviations, bootstrap, the EM algorithm, confidence intervals, maximum likelihood and Bayes estimates, exponential families, kernels, and Hilbert spaces, and a self contained complete review of univariate probability. ",https://1lib.in/dl/1125546/5f68c7,784,Springer-Verlag New York,2011,english,"PDF, 5.17 MB"
Hydrology and water resource management : breakthroughs in research and practice,Information Resources Management Association,https://covers.zlibcdn2.com/covers100/books/56/bd/41/56bd41bd695ea9ae6116bd16a868ae09.jpg,Unknown,https://1lib.in/dl/5409407/f788a2,443,IGI Global/Engineering Science Reference,2018,english,"EPUB, 27.86 MB"
Curve Number Hydrology: State of the Practice,Environmental and Water Resources Instit,https://covers.zlibcdn2.com/covers100/books/e2/c0/16/e2c0165fad5dd3867b1e0a0d694e8d9b.jpg,Unknown,https://1lib.in/dl/2316642/07549e,116,American Society of Civil Engineers,2009,english,"PDF, 1.09 MB"
Irrigation and Drainage Engineering,Peter Waller,https://covers.zlibcdn2.com/covers100/books/cb/3c/9a/cb3c9a6b2d6bf5f50202e890c08cce29.jpg,"
This textbook focuses specifically on the combined topics of irrigation and drainage engineering. It emphasizes both basic concepts and practical applications of the latest technologies available. The design of irrigation, pumping, and drainage systems using Excel and Visual Basic for Applications programs are explained for both graduate and undergraduate students and practicing engineers. The book emphasizes environmental protection, economics, and engineering design processes. It includes detailed chapters on irrigation economics, soils, reference evapotranspiration, crop evapotranspiration, pipe flow, pumps, open-channel flow, groundwater, center pivots, turf and landscape, drip, orchards, wheel lines, hand lines, surfaces, greenhouse hydroponics, soil water movement, drainage systems design, drainage and wetlands contaminant fate and transport. It contains summaries, homework problems, and color photos. The book draws from the fields of fluid mechanics, soil physics, hydrology, soil chemistry, economics, and plant sciences to present a broad interdisciplinary view of the fundamental concepts in irrigation and drainage systems design. ",https://1lib.in/dl/2621468/6feafb,742,Springer,2015,english,"PDF, 59.90 MB"
Canal Automation for Irrigation Systems (ASCE Manuals and Reports on Engineering Practice (MOP)131),Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE,https://covers.zlibcdn2.com/covers100/books/b8/76/78/b876785e93d55b8ff7e82d7214b0ebcc.jpg,"
                    Prepared by the Task Committee on Recent Advances in Canal Automation of the Irrigation Delivery and Drainage Systems Committee of the Irrigation and Drainage Council of the Environmental and Water Resources Institute of ASCE. Canal Automation for Irrigation Systems focuses on the technical aspects of modernizing irrigation systems through use of automated canal control systems. Canal automation has always offered an opportunity to save water and improve the efficiency of irrigation water supply projects or irrigation district operations. Recent technological and engineering advances now enable more accurate control of water deliveries throughout all parts of an irrigation project. Using information collected from irrigation systems around the world in conjunction with new advances in control theory research, this Manual of Practice examines how and when to implement canal automation within the context of canal modernization. Topics include: the modernization process, constraints, and concepts; survey of irrigation physical infrastructure; SCADA systems; control operation concepts; canal hydraulic properties; control methods; verification of controller performance; and implementation of control systems. MOP 131 is an essential reference for professionals in agriculture and irrigation engineering, as well as owners, managers, and operators of irrigation water delivery systems.                ",https://1lib.in/dl/2609214/b3fd43,280,American Society of Civil Engineers,2014,english,"PDF, 4.93 MB"
Irrigation and drainage engineering,Waller,https://covers.zlibcdn2.com/covers100/books/91/45/f3/9145f37a1016463ed4cd172b03047509.jpg,"
This textbook focuses specifically on the combined topics of irrigation and drainage engineering. It emphasizes both basic concepts and practical applications of the latest technologies available. The design of irrigation, pumping, and drainage systems using Excel and Visual Basic for Applications programs are explained for both graduate and undergraduate students and practicing engineers. The book emphasizes environmental protection, economics, and engineering design processes. It includes detailed chapters on irrigation economics, soils, reference evapotranspiration, crop evapotranspiration, pipe flow, pumps, open-channel flow, groundwater, center pivots, turf and landscape, drip, orchards, wheel lines, hand lines, surfaces, greenhouse hydroponics, soil water movement, drainage systems design, drainage and wetlands contaminant fate and transport. It contains summaries, homework problems, and color photos. The book draws from the fields of fluid mechanics, soil physics, hydrology, soil chemistry, economics, and plant sciences to present a broad interdisciplinary view of the fundamental concepts in irrigation and drainage systems design. ",https://1lib.in/dl/2714517/a33839,742,Springer,2016,english,"PDF, 58.01 MB"
Irrigation and Drainage Engineering,Peter Waller & Muluneh Yitayew,https://covers.zlibcdn2.com/covers100/books/41/20/f3/4120f3547f9c31d7f7978b6dff3d49ee.jpg,Unknown,https://1lib.in/dl/5471630/772c7b,Unknown,Springer,2016,english,"EPUB, 52.98 MB"
Irrigation and Drainage Engineering,Peter Waller,https://covers.zlibcdn2.com/covers100/books/5e/d3/12/5ed312567c66dd19822f7d2e14aa1ef5.jpg,"
                    This textbook focuses specifically on the combined topics of irrigation and drainage engineering. It emphasizes both basic concepts and practical applications of the latest technologies available. The design of irrigation, pumping, and drainage systems using Excel and Visual Basic for Applications programs are explained for both graduate and undergraduate students and practicing engineers. The book emphasizes environmental protection, economics, and engineering design processes. It includes detailed chapters on irrigation economics, soils, reference evapotranspiration, crop evapotranspiration, pipe flow, pumps, open-channel flow, groundwater, center pivots, turf and landscape, drip, orchards, wheel lines, hand lines, surfaces, greenhouse hydroponics, soil water movement, drainage systems design, drainage and wetlands contaminant fate and transport. It contains summaries, homework problems, and color photos. The book draws from the fields of fluid mechanics, soil physics, hydrology, soil chemistry, economics, and plant sciences to present a broad interdisciplinary view of the fundamental concepts in irrigation and drainage systems design.                ",https://1lib.in/dl/5551267/3ecc3d,742,Springer,2015,english,"PDF, 53.55 MB"
"Handbook of farm, dairy, and food machinery engineering",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/6e/9d/0c/6e9d0c235707a3ca362e87ed160f803f.jpg,Unknown,https://1lib.in/dl/2173640/cf15db,735,Academic Press,2013,english,"PDF, 26.61 MB"
"Handbook of farm, dairy, and food machinery  ",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/92/b0/84/92b084752ae22785e7dc3bb4d9f0153b.jpg,"
                    Indispensable for food, chemical, mechanical, and packaging engineers, Handbook of Farm, Dairy, and Food Machinery covers in one comprehensive volume fundamental food engineering principles in the design of food industry machinery. The handbook provides broad, yet technically detailed coverage of food safety, regulations, product processing systems, packaging, facilities, waste management, and machinery design topics in a ?farm to the fork? organization. The 22 chapters are contributed by leading experts worldwide with numerous illustrations, tables, and references. The book includes the new USDA regulations for ?certified organic? processing, as well as state-of-the-art technologies for equipment both on the farm and in the plant.                ",https://1lib.in/dl/1196921/366c85,752,William Andrew,2007,english,"PDF, 9.97 MB"
"Handbook of farm, dairy, and food machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/f7/43/49/f74349bd05a5eabf4272a407ffcd4937.jpg,"
                    Indispensable for food, chemical, mechanical, and packaging engineers, Handbook of Farm, Dairy, and Food Machinery covers in one comprehensive volume fundamental food engineering principles in the design of food industry machinery. The handbook provides broad, yet technically detailed coverage of food safety, regulations, product processing systems, packaging, facilities, waste management, and machinery design topics in a ??farm to the fork?¶ organization.   The 22 chapters are contributed by leading experts worldwide with numerous illustrations, tables, and references. The book includes the new USDA regulations for ??certified organic?¶ processing, as well as state-of-the-art technologies for equipment both on the farm and in the plant.                ",https://1lib.in/dl/601837/43811b,768,William Andrew Pub,2007,english,"PDF, 13.74 MB"
"Handbook of farm, dairy and food machinery engineering",Kutz,https://covers.zlibcdn2.com/covers100/books/11/e2/5a/11e25aa54543543d60e12fcc9d76e69a.jpg,Unknown,https://1lib.in/dl/5409167/646bba,Unknown,Academic Press,2019,english,"PDF, 23.82 MB"
Handbook of Farm Dairy and Food Machinery,Myer Kutz,https://covers.zlibcdn2.com/covers100/books/d7/58/42/d75842c8c0851e33c872382cae8d3eac.jpg,"
                    This handbook is a comprehensive reference for engineers who design and build farm machinery, processing equipment, shipping containers and packaging, as well as storage equipment. The book is written by the world’s leading engineers and gives both a broad and technically detailed look at these critical aspects of any farm-to-fork operation. It addresses food, chemical, mechanical, and packaging engineers directly or indirectly involved with the food industry.                ",https://1lib.in/dl/601954/993764,732,Springer,2010,english,"ZIP, 14.75 MB"
"Handbook of Farm, Dairy and Food Machinery Engineering 3rd Edition 2019",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/4b/89/98/4b899863bdb3a6347aa23f626125e811.jpg,Unknown,https://1lib.in/dl/5427613/db7d0c,Unknown,Unknown,Unknown,english,"PDF, 10.66 MB"
"Handbook of farm, dairy, and food machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/7e/71/86/7e718654eaa32b86f14ca764fdd83486.jpg,"
Indispensable for food, chemical, mechanical, and packaging engineers, Handbook of Farm, Dairy, and Food Machinery covers in one comprehensive volume fundamental food engineering principles in the design of food industry machinery. The handbook provides broad, yet technically detailed coverage of food safety, regulations, product processing systems, packaging, facilities, waste management, and machinery design topics in a «farm to the fork» organization.The 22 chapters are contributed by leading experts worldwide with numerous illustrations, tables, and references. The book includes the new USDA regulations for «certified organic» processing, as well as state-of-the-art technologies for equipment both on the farm and in the plant.                ",https://1lib.in/dl/601838/fc36be,768,William Andrew Pub,2007,english,"PDF, 13.74 MB"
"Handbook of Farm, Dairy, and Food Machinery",Myer Kutz,https://covers.zlibcdn2.com/covers100/books/dc/ef/f7/dceff729458dc40266fe5b9d13a44d2b.jpg,"
                    Indispensable for food, chemical, mechanical, and packaging engineers, Handbook of Farm, Dairy, and Food Machinery covers in one comprehensive volume fundamental food engineering principles in the design of food industry machinery. The handbook provides broad, yet technically detailed coverage of food safety, regulations, product processing systems, packaging, facilities, waste management, and machinery design topics in a ГѓВґfarm to the forkГѓВ¶ organization.   The 22 chapters are contributed by leading experts worldwide with numerous illustrations, tables, and references. The book includes the new USDA regulations for ГѓВґcertified organicГѓВ¶ processing, as well as state-of-the-art technologies for equipment both on the farm and in the plant.                ",https://1lib.in/dl/697902/380e73,756,William Andrew,2008,english,"RAR, 10.72 MB"
An analysis of changes in the degree of concentration in the iron and steel and farm machinery and equiptment industries,McNichols,https://covers.zlibcdn2.com/covers100/books/5e/bc/cb/5ebccb3b0c138835b052741092b27cf9.jpg,Unknown,https://1lib.in/dl/5356996/02b845,Unknown,Unknown,Unknown,english,"PDF, 22.20 MB"
"Piezoelectric energy harvesting : methods, progress, and challenges",Ilyas,https://covers.zlibcdn2.com/covers100/books/8f/74/c8/8f74c8a2f4a228a0e5c2b8860de6a477.jpg,Unknown,https://1lib.in/dl/3581225/bd74da,58,Momentum Press Engineering,2018,english,"PDF, 5.52 MB"
Innovative materials and systems for energy harvesting applications,Losito,https://covers.zlibcdn2.com/covers100/books/bf/33/87/bf3387bae86ff581a0585786e3213d34.jpg,"
Wearable electronics, wireless devices, and other mobile technologies have revealed a deficit and a necessity for innovative methods of gathering and utilizing power. Drawing on otherwise wasted sources of energy, such as solar, thermal, and biological, is an important part of discovering future energy solutions.Innovative Materials and Systems for Energy Harvesting Applications reports on some of the best tools and technologies available for powering humanitys growing thirst for electronic devices, including piezoelectric, solar, thermoelectric, and electromagnetic energies. This book is a crucial reference source for academics, industry professionals, and scientists working toward the future of energy. ",https://1lib.in/dl/2714015/8231ff,496,"Engineering Science Reference, IGI Global",2015,english,"PDF, 56.39 MB"
Unnatural harvest: how genetic engineering is altering our food,Boyens,https://covers.zlibcdn2.com/covers100/books/4e/6d/2e/4e6d2e0950e56084db0ed4619e00be7d.jpg,Unknown,https://1lib.in/dl/5917086/f20582,288,Doubleday Canada,2000,english,"EPUB, 3.65 MB"
Quality of Ground Water - Guidelines for Selection and Application of Frequently Used Models,Committee on Ground Water Quality of the Environmental Engineering Division of the American Society,https://covers.zlibcdn2.com/covers100/books/d5/ce/e8/d5cee826045e38dfb7507601537108f1.gif,"
                    The Task Committee on Contaminated Ground Water Modeling was approved in September 1990 by the Executive Committee of ASCE's Environmental Engineering Division with the express purpose of assessing widely used models of contaminated ground water. In order to accomplish this, the committee first surveyed the professional community to determine which models are in frequent use; it then classified these models according to a unified set of criteria that they had developed. Based on these criteria, the task committee created guidelines for the application of the models that include the capabilities and limitations of each model. This monograph represents the valuable information compiled by this task committee. Content: Front Matter • List of Tables • List of Figures • Glossary • Table of Contents • 1. Important Findings  2. Organization and Background  3. Ground Water Modeling Survey  4. Classification Criteria  5. Classification of Ground Water Models  6. Model Parameters  7. Model Evaluation • References  Appendices  Index  ",https://1lib.in/dl/2353519/4776ce,170,American Society of Civil Engineers (ASCE),1996,english,"PDF, 8.27 MB"
Water Pollution: Environmental Impact Assessment of Recycled Wastes on Surface and Ground Waters; Engineering Modeling and Sustainability,Charles J. Werth (auth.),https://covers.zlibcdn2.com/covers100/books/64/c0/bb/64c0bbf00f3d86128621b97e65f8f72b.jpg,"
The state of the art of the impact assessment of recycled hazardous waste materials on surface and ground waters is presented. The topics include chemodynamics, toxicology, modeling and information systems.Due to the wealth of information on this topic, the texts of T. Kassim (ed.): Environmental Impact Assessment of Recycled Wastes on Surface and Ground Waters are published in three separate volumes: vol. 1: Concepts, Methodology and Chemical Analysis; vol. 2: Risk Analysis and vol. 3: Engineering Modeling and Sustainability. The book serves as a practical conceptual guide for those who have professional responsibility for the monitoring, design, management, or conduct of environmental impact assessment. It is believed that the book will prove useful to the reader who, regardless of disciplinary background, wants to examine in greater detail the kinds of interdisciplinary contributions to contemporary decision-making processes that characterize modern impact assessment project development.Each volume contains the contents of all volumes. ",https://1lib.in/dl/2245002/fce402,239,Springer-Verlag Berlin Heidelberg,2005,english,"PDF, 3.71 MB"
Standard guidelines for artificial recharge of ground water,American Society of Civil Engineers,https://covers.zlibcdn2.com/covers100/books/19/40/a7/1940a74c182583032b8b515dc40bfe1a.jpg,"
                    These Standard Guidelines describe the steps necessary to plan, design, construct, maintain, operate, and close a project for artificial recharge of ground water. They also describe the economic, environmental, and legal considerations, including water rights, laws, and regulations, as well as field investigation and testing procedures that may apply to all the preceding steps. The recharge may be accomplished either by applying water to the ground surface for infiltration or by placing it directly into aquifers through wells. These guidelines cover situations that may occur in many different types of projects and can be applied to basic or small projects by selecting the portions of these guidelines that are appropriate to the proposed project                ",https://1lib.in/dl/2697306/e1c93d,106,American Society of Civil Engineers,2001,english,"PDF, 1.09 MB"
Quality of Ground Water: Guidelines for Selection and Application of Frequently Used Models,American Society of Civil Engineers,https://covers.zlibcdn2.com/covers100/books/aa/3a/f3/aa3af389e67ccc0f67f1bffc9c68f54c.jpg,Unknown,https://1lib.in/dl/2316674/92683f,194,Amer Society of Civil Engineers,1996,english,"PDF, 9.26 MB"
"Solar Engineering of Thermal Processes, Photovoltaics and Wind",John A. Duffie,https://covers.zlibcdn2.com/covers100/books/f4/d5/15/f4d5158074731861920fd2b8569fbf47.jpg,"
                    DESCRIPTION
The bible of solar engineering that translates solar energy theory to practice, revised and updated

The updated Fifth Edition of Solar Engineering of Thermal Processes, Photovoltaics and Wind contains the fundamentals of solar energy and explains how we get energy from the sun. The authors—noted experts on the topic—provide an introduction to the technologies that harvest, store, and deliver solar energy, such as photovoltaics, solar heaters, and cells. The book also explores the applications of solar technologies and shows how they are applied in various sectors of the marketplace.

The revised Fifth Edition offers guidance for using two key engineering software applications, Engineering Equation Solver (EES) and System Advisor Model (SAM). These applications aid in solving complex equations quickly and help with performing long-term or annual simulations. The new edition includes all-new examples, performance data, and photos of current solar energy applications. In addition, the chapter on concentrating solar power is updated and expanded. The practice problems in the Appendix are also updated, and instructors have access to an updated print Solutions Manual. This important book: 

•    Covers all aspects of solar engineering from basic theory to the design of solar technology

•    Offers in-depth guidance and demonstrations of Engineering Equation Solver (EES) and
      System Advisor Model (SAM) software

•    Contains all-new examples, performance data, and photos of solar energy systems today

•    Includes updated simulation problems and a solutions manual for instructors

Written for students and practicing professionals in power and energy industries as well as those in research and government labs, Solar Engineering of Thermal Processes, Fifth Edition continues to be the leading solar engineering text and reference.


ABOUT THE AUTHOR
The late JOHN A. DUFFIE was Professor Emeritus of Chemical-Engineering and past Director of the Solar Energy Laboratory at the University of Wisconsin-Madison.

WILLIAM A. BECKMAN is the Ouweneel-Bascom Professor Emeritus of Mechanical Engineering and Director Emeritus of the Solar Energy Laboratory at the University of Wisconsin-Madison.

NATHAN BLAIR manages the Distributed Systems and Storage Group in the Strategic Energy Analysis center at the National Renewable Energy Laboratory.                ",https://1lib.in/dl/5457232/4aa2c1,920,Wiley VCH,2020,english,"PDF, 24.34 MB"
Wind and Solar Based Energy Systems for Communities,Rupp Carriveau,https://covers.zlibcdn2.com/covers100/books/55/30/22/553022a60103754f6644739646003f71.jpg,"
A sustainable community energy system is an approach to supplying a local community - ranging from a few homes or farms to entire cities - with its energy requirements from renewable energy or high-efficiency co-generation energy sources. Such systems are frequently based on wind power, solar power, biomass, either singly or in combination. Community energy projects have been growing in numbers in several key regions. This book provides an overview of existing and emerging community energy technologies. Topics covered include data-driven methods for prediction of small to medium wind turbines performance; optimisation of wind farms for communities; financing for community wind and photovoltaic project development; community-level solar thermal systems; solar water desalination for small communities; community solar photovoltaic projects; assessing wind loads for urban photovoltaic installations; design optimisation of multi-energy hubs for community energy projects; battery based storage for communities; power-to-gas and power-to-power for storage and ancillary services in urban areas; smart multi-energy microgrids; and conservation and demand management in community energy systems. Wind and Solar Based Energy Systems for Communities is essential reading for researchers and engineers working to develop community energy systems and advance the transition to a clean energy future. ",https://1lib.in/dl/3513966/55d485,328,The Institution of Engineering and Technology,2018,english,"PDF, 20.37 MB"
Solar Engineering Of Thermal Processes: Photovoltaics And Wind,John A. Duffie,https://covers.zlibcdn2.com/covers100/books/db/9f/7c/db9f7c23624b2cd00974d4de63a219b0.jpg,Unknown,https://1lib.in/dl/5411789/eed66b,919,John Wiley & Sons,2020,english,"PDF, 25.24 MB"
"Solar Engineering of Thermal Processes, Photovoltaics and Wind",John A. Duffie,https://covers.zlibcdn2.com/covers100/books/47/08/9e/47089ebadaec285e8b6d352c37f5b1d4.png,Unknown,https://1lib.in/dl/5412168/c85d0f,928,John Wiley & Sons,2020,english,"PDF, 23.77 MB"
"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems",Konecny,https://covers.zlibcdn2.com/covers100/books/b5/4b/a1/b54ba1c1b26709a70c7fe8d866dc5bbe.jpg,"
                    ""Preface In the 1990s, surveying and mapping underwent a transition from disciplineoriented technologies, such as geodesy, surveying, photogrammetry, and cartography, to the methodology-oriented integrated discipline of geoinformatics. This is based on Global Navigation Satellite System (GNSS), or GPS, positioning, remote sensing, digital photography for data acquisition, and a geographic information system (GIS) for data manipulation and data output. This book attempts to present the required basic background for remote sensing, digital photogrammetry, and GIS in the new geoinformatics concept in which the different methodologies must be combined. For remote sensing, the basic fundamentals are the properties of electromagnetic radiation and their interaction with matter. This radiation is received by sensors and platforms in an analogue or digital form, and is subject to image processing. In photogrammetry, the stereo concept is used for the location of information in 3D. With the advent of high-resolution satellite systems in stereo, the theory of analytical photogrammetry restituting 2D image information into 3D is of increasing importance, merging the remote sensing approach with that of photogrammetry. The result of the restitution is a direct input into geographic information systems in vector or raster form. The fundamentals of these are described in detail, with an emphasis on global, regional, and local applications. In the context of data integration, a short introduction to the GPS satellite positioning system is provided. This book will appeal to a wide range of readers from advanced undergraduates to all professionals in the growing field of geoinformation""-- Read more...  Abstract:                         Offers coverage of remote sensing, digital photogrammetry, and GIS. This work features information on web-based image viewing with Google Earth; aerial platforms; and, existing digital photogrammetric software systems, including Intergraph image station, Autodesk, Oracle Spatial, and more. It covers land management and cadastre. Read more... ",https://1lib.in/dl/2533278/43f4a1,472,CRC Press,2014,english,"PDF, 19.49 MB"
"Learning Geospatial Analysis with Python, 2nd Edition: An effective guide to geographic information systems and remote sensing analysis using Python 3",Joel Lawhead,https://covers.zlibcdn2.com/covers100/books/31/34/59/3134595cd0eb722403a2bb96eaea6612.jpg,"
                    Geospatial Analysis is used in almost every field you can think of from medicine, to defense, to farming. This book will guide you gently into this exciting and complex field. It walks you through the building blocks of geospatial analysis and how to apply them to influence decision making using the latest Python software.  Learning Geospatial Analysis with Python, 2nd Edition uses the expressive and powerful Python 3 programming language to guide you through geographic information systems, remote sensing, topography, and more, while providing a framework for you to approach geospatial analysis effectively, but on your own terms. We start by giving you a little background on the field, and a survey of the techniques and technology used. We then split the field into its component specialty areas: GIS, remote sensing, elevation data, advanced modeling, and real-time data.                ",https://1lib.in/dl/2736983/fef1c9,394,Packt Publishing,2015,english,"PDF, 13.08 MB"
Textbook of Remote Sensing and Geographical Information Systems  ,Reddy,https://covers.zlibcdn2.com/covers100/books/18/20/b4/1820b42f5ceb91750b86fb5159f34048.jpg,Unknown,https://1lib.in/dl/1166576/b638a0,476,Unknown,Unknown,english,"PDF, 31.50 MB"
Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Margarita N. Favorskaya,https://covers.zlibcdn2.com/covers100/books/7b/9f/7d/7b9f7d8467fbcabdedf757ebc6071600.jpg,"
This book presents the latest advances in remote-sensing and geographic information systems and applications. It is divided into four parts, focusing on Airborne Light Detection and Ranging (LiDAR) and Optical Measurements of Forests; Individual Tree Modelling; Landscape Scene Modelling; and Forest Eco-system Modelling.Given the scope of its coverage, the book offers a valuable resource for students, researchers, practitioners, and educators interested in remote sensing and geographic information systems and applications. ",https://1lib.in/dl/2919857/6c2aad,Unknown,Springer International Publishing,2017,english,"PDF, 9.45 MB"
"Geoinformation: Remote Sensing, Photogrammetry and Geographical Information Systems",Gottfried Konecny,https://covers.zlibcdn2.com/covers100/books/eb/f3/da/ebf3da096d7b2304975dbb1cefa56d5c.jpg,"
                    This digital document is an article from The Geographical Journal, published by Royal Geographical Society on June 1, 2004. The length of the article is 471 words. The page length shown above is based on a typical 300-word page. The article is delivered in HTML format and is available in your Amazon.com Digital Locker immediately after purchase. You can view it with any web browser.
Citation Details
Title: Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems.(Reviews)(Book Review)
Author: Paul Aplin
Publication: The Geographical Journal (Refereed)
Date: June 1, 2004
Publisher: Royal Geographical Society
Volume: 170 Issue: 2 Page: 171(2)
Article Type: Book Review
Distributed by Thomson Gale                ",https://1lib.in/dl/601723/b6dc6a,266,CRC Press,2003,english,"PDF, 10.28 MB"
Environmental Modelling with GIS and Remote Sensing (Geographic Information Systems Workshop),Andrew Skidmore,https://covers.zlibcdn2.com/covers100/books/99/e7/55/99e7552cc413724ee80478d55d7bf943.jpg,"
                    This is not a lite reading book.  It is however and excellent reference book one that I highly recommend for anyone's library interested in GIS, remote sensing and their applications - It covers the use of these relatively new tools within various scientific discliplnes, very useful and still up to date formulas, tables and charts and references for further investigation.  Very technical and very applicable.  Not recommended for everyone.                ",https://1lib.in/dl/736274/c5f5ba,275,CRC Press,2002,english,"PDF, 12.02 MB"
Learning Geospatial Analysis with Python: An effective guide to geographic information system and remote sensing analysis using Python 3,Lawhead J.,https://covers.zlibcdn2.com/covers100/books/d0/87/17/d087177758ae885f35e449408d6b036f.jpg,"
                    2nd ed. — Packt Publishing, 2015. — 394 p. — ISBN: 9781783552429Geospatial Analysis is used in almost every field you can think of from medicine, to defense, to farming. This book will guide you gently into this exciting and complex field. It walks you through the building blocks of geospatial analysis and how to apply them to influence decision making using the latest Python software.Learning Geospatial Analysis with Python, 2nd Edition uses the expressive and powerful Python 3 programming language to guide you through geographic information systems, remote sensing, topography, and more, while providing a framework for you to approach geospatial analysis effectively, but on your own terms. We start by giving you a little background on the field, and a survey of the techniques and technology used. We then split the field into its component specialty areas: GIS, remote sensing, elevation data, advanced modeling, and real-time data.This book will teach you everything you need to know about, Geospatial Analysis from using a particular software package or API to using generic algorithms that can be applied. This book focuses on pure Python whenever possible to minimize compiling platform-dependent binaries, so that you don't become bogged down in just getting ready to do analysis. This book will round out your technical library through handy recipes that will give you a good understanding of a field that supplements many a modern day human endeavors.                ",https://1lib.in/dl/3095682/047c91,Unknown,Unknown,Unknown,english,"PDF, 12.36 MB"
Textbook of remote sensing and geographical information systems,Reddy M.A.,https://covers.zlibcdn2.com/covers100/books/35/50/37/3550371948fe534b7b792e66a25e8f5d.jpg,Unknown,https://1lib.in/dl/1023513/4f8417,476,BS,2008,english,"DJVU, 7.26 MB"
Remote Sensing and Geographical Information Systems for Resource Management in Developing Countries,A. C. Bird (auth.),https://covers.zlibcdn2.com/covers100/books/98/d8/7d/98d87d896afb30535c9c12ef41d9ab56.jpg,Unknown,https://1lib.in/dl/2139723/11be26,502,Springer Netherlands,1991,english,"PDF, 20.49 MB"
Remote Sensing and Geographical Information Systems in Epidemiology,S.I. Hay,https://covers.zlibcdn2.com/covers100/books/da/b4/fe/dab4fe8bc4130dfbe71d5d0282252cee.gif,Unknown,https://1lib.in/dl/2211656/1c281d,1,"Academic Press,  Elsevier",2000,Unknown,"PDF, 31.45 MB"
Handbook on Advances in Remote Sensing and Geographic Information Systems: Paradigms and Applications in Forest Landscape Modeling,Margarita N. Favorskaya,https://covers.zlibcdn2.com/covers100/books/4e/c0/14/4ec014cc24a55f594c72f57416ca2f6d.jpg,"
                    This book presents the latest advances in remote-sensing and geographic information systems and applications. It is divided into four parts, focusing on Airborne Light Detection and Ranging (LiDAR) and Optical Measurements of Forests; Individual Tree Modelling; Landscape Scene Modelling; and Forest Eco-system Modelling. Given the scope of its coverage, the book offers a valuable resource for students, researchers, practitioners, and educators interested in remote sensing and geographic information systems and applications.                ",https://1lib.in/dl/5424402/99962b,415,Springer,2017,english,"EPUB, 8.11 MB"
Learning geospatial analysis with Python : an effective guide to geographic information system and remote sensing analysis using Python 3,Joel Lawhead,https://covers.zlibcdn2.com/covers100/books/55/30/26/55302654f3538528f2b10d889f527056.jpg,Unknown,https://1lib.in/dl/5412993/0e57fb,367,Packt Publishing,2015,english,"EPUB, 24.09 MB"
"Geoinformation: Remote Sensing, Photogrammetry and Geographic Information Systems",Konecny G.,https://covers.zlibcdn2.com/covers100/books/2b/b2/86/2bb2863f4a5dc9700bdbdc4d48f9ec6d.jpg,"
                    Surveying and mapping has recently undergone a transition: from discipline-oriented technologies, such as geodesy, surveying, photogrammetry and cartography, to the methodology-oriented integrated discipline of geoinformatics based on GPS positioning, remote sensing, digital photography and GIS for data manipulation and data output. This book presents the required basic background for remote sensing, digital photogrammetry and GIS in the new geoinformatics concept in which the different methodologies must be combined.For remote sensing, the basic fundamentals are the properties of electromagnetic radiation and their interaction with matter. This radiation is received by sensors and platforms in analogue or digital form, and is subject to image processing. In photogrammetry, the stereo-concept is used for the location of information in 3D. With the advent of high-resolution satellite systems in stereo, the theory of analytical photogrammetry restituting 2-D image information into 3D is of increasing importance, merging the remote sensing approach with that of photogrammetry. The result of the restitution is a direct input into geographical information systems in vector or in raster form. The fundamentals of these are described in detail, with an emphasis on global, regional and local applications. For data integration, a short introduction into the GPS Satellite positioning system is added. This textbook will appeal to a wide range of readers, from advanced undergraduates to all professionals in the growing field of geoinformation.                ",https://1lib.in/dl/1022525/a6cd69,Unknown,Taylor & Francis,2003,english,"CHM, 8.29 MB"
